股票代號,名稱,行業代碼,行業,業務代碼,業務類別,業務子代碼,業務子類別
3893,易緯集團,23,非必需性消費,2320,家庭電器及用品,232040,家具
3896,金山雲,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
3898,時代電氣,10,工業,1010,工業工程,101010,商用車及貨車
3899,中集安瑞科,0,能源,10,石油及天然氣,1020,油氣設備與服務
3900,綠城中國,60,地產建築,6010,地產,601020,地產發展商
3903,瀚華金控,50,金融,5030,其他金融,503030,信貸
3908,中金公司,50,金融,5030,其他金融,503010,證券及經紀
3913,合景悠活,60,地產建築,6010,地產,601050,物業管理及服務
3918,金界控股,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
3919,金力集團,10,工業,1010,工業工程,101020,工業零件及器材
3928,S&T HLDGS,60,地產建築,6020,建築,602030,重型基建
3931,中創新航,23,非必需性消費,2310,汽車,231020,汽車零件
3933,聯邦制藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
3938,LFG投資控股,50,金融,5030,其他金融,503040,其他金融
3939,萬國國際礦業,5,原材料,520,一般金屬及礦石,52020,銅
3948,伊泰煤炭,0,能源,20,煤炭,2010,煤炭
3958,東方證券,50,金融,5030,其他金融,503010,證券及經紀
3963,融眾金融,50,金融,5030,其他金融,503030,信貸
3968,招商銀行,50,金融,5010,銀行,501010,銀行
3969,中國通號,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
3978,卓越教育集團,23,非必需性消費,2360,支援服務,236010,教育
3983,中海石油化學,5,原材料,530,其他原材料,53010,化肥及農用化合物
3988,中國銀行,50,金融,5010,銀行,501010,銀行
3989,首創環境,40,公用事業,4000,公用事業,400040,環保能源
3990,美的置業,60,地產建築,6010,地產,601020,地產發展商
3991,長虹佳華,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
3993,洛陽鉬業,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
3996,中國能源建設,10,工業,1010,工業工程,101030,環保工程
3997,電訊首科,70,資訊科技,7010,資訊科技器材,701010,電訊設備
3998,波司登,23,非必需性消費,2330,紡織及服飾,233020,服裝
3999,大成食品,25,必需性消費,2520,農產品,252030,禽畜飼料
4617,ZYBNK 18USDPREF,50,金融,5010,銀行,501010,銀行
4618,GRCB 19USDPREF,50,金融,5010,銀行,501010,銀行
4619,BOC 20USDPREF,50,金融,5010,銀行,501010,銀行
4620,ICBC 20USDPREF,50,金融,5010,銀行,501010,銀行
4621,CINDA 21USDPREF,50,金融,5030,其他金融,503020,資產管理
6030,中信証券,50,金融,5030,其他金融,503020,資產管理
6033,電訊數碼控股,70,資訊科技,7010,資訊科技器材,701010,電訊設備
6036,光麗科技,10,工業,1010,工業工程,101020,工業零件及器材
6038,信越控股,60,地產建築,6020,建築,602020,建築及服務
6049,保利物業,60,地產建築,6010,地產,601050,物業管理及服務
6055,中煙香港,25,必需性消費,2510,食品飲料,251045,煙草
6058,興證國際,50,金融,5030,其他金融,503010,證券及經紀
6060,眾安在線,50,金融,5020,保險,502010,保險
6063,智中國際,60,地產建築,6020,建築,602020,建築及服務
6066,中信建投証券,50,金融,5030,其他金融,503010,證券及經紀
6068,光正教育,23,非必需性消費,2360,支援服務,236010,教育
6069,盛業,50,金融,5030,其他金融,503030,信貸
6078,海吉亞醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
6080,榮智控股,60,地產建築,6020,建築,602020,建築及服務
6083,環宇物流(亞洲),10,工業,1020,工業運輸,102030,航空貨運及物流
6088,FIT HON TENG,70,資訊科技,7010,資訊科技器材,701010,電訊設備
6090,勝捷企業,60,地產建築,6010,地產,601030,地產投資
6093,和泓服務,60,地產建築,6010,地產,601050,物業管理及服務
6098,碧桂園服務,60,地產建築,6010,地產,601050,物業管理及服務
6099,招商證券,50,金融,5030,其他金融,503010,證券及經紀
6100,同道獵聘,23,非必需性消費,2360,支援服務,236020,其他支援服務
6108,新銳醫藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
6110,滔搏,23,非必需性消費,2370,零售相關,237020,服裝零售
6111,大發地產,60,地產建築,6010,地產,601020,地產發展商
6113,UTS MARKETING,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
6116,拉夏貝爾,23,非必需性消費,2330,紡織及服飾,233020,服裝
6117,日照港裕廊,10,工業,1020,工業運輸,102010,航運及港口
6118,奧星生命科技,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6119,天源集團,10,工業,1020,工業運輸,102010,航運及港口
6122,九台農商銀行,50,金融,5010,銀行,501010,銀行
6123,圓通國際快遞,10,工業,1020,工業運輸,102030,航空貨運及物流
6127,昭衍新藥,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6128,烯石電車新材料,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
6133,維太創科,70,資訊科技,7010,資訊科技器材,701010,電訊設備
6136,康達環保,40,公用事業,4000,公用事業,400030,水務
6138,哈爾濱銀行,50,金融,5010,銀行,501010,銀行
6158,正榮地產,60,地產建築,6010,地產,601020,地產發展商
6160,百濟神州,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6161,泰加保險,50,金融,5020,保險,502010,保險
6162,天瑞汽車內飾,23,非必需性消費,2310,汽車,231020,汽車零件
6163,彭順國際,10,工業,1010,工業工程,101010,商用車及貨車
6168,優通未來,70,資訊科技,7010,資訊科技器材,701010,電訊設備
6169,宇華教育,23,非必需性消費,2360,支援服務,236010,教育
6178,光大證券,50,金融,5030,其他金融,503010,證券及經紀
6182,乙德投資控股,60,地產建築,6020,建築,602020,建築及服務
6185,康希諾生物,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6186,中國飛鶴,25,必需性消費,2510,食品飲料,251020,乳製品
6188,迪信通,70,資訊科技,7010,資訊科技器材,701010,電訊設備
6189,愛得威建設集團,60,地產建築,6020,建築,602020,建築及服務
6190,九江銀行,50,金融,5010,銀行,501010,銀行
6193,泰林科建,60,地產建築,6020,建築,602010,建築材料
6196,鄭州銀行,50,金融,5010,銀行,501010,銀行
6198,青島港,10,工業,1020,工業運輸,102010,航運及港口
6199,貴州銀行,50,金融,5010,銀行,501010,銀行
6288,FAST RETAIL-DRS,23,非必需性消費,2330,紡織及服飾,233020,服裝
6600,賽生藥業,28,醫療保健,2810,藥品及生物科技,281010,藥品
6601,朝雲集團,23,非必需性消費,2360,支援服務,236020,其他支援服務
6606,諾輝健康,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
6608,百融雲-W,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
6609,心瑋醫療-B,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
6610,飛天雲動,70,資訊科技,7020,軟件服務,702030,軟件開發
6611,三巽集團,60,地產建築,6010,地產,601020,地產發展商
6616,環球新材國際,5,原材料,530,其他原材料,53040,特殊化工用品
6618,京東健康,28,醫療保健,2810,藥品及生物科技,281010,藥品
6622,兆科眼科,28,醫療保健,2810,藥品及生物科技,281010,藥品
6626,越秀服務,60,地產建築,6010,地產,601050,物業管理及服務
6628,創勝集團-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6633,青瓷遊戲,70,資訊科技,7020,軟件服務,702030,軟件開發
6638,金融壹賬通,70,資訊科技,7020,軟件服務,702030,軟件開發
6639,瑞爾集團,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
6655,華新水泥,60,地產建築,6020,建築,602010,建築材料
6660,艾美疫苗,28,醫療保健,2810,藥品及生物科技,281010,藥品
6661,湖州燃氣,40,公用事業,4000,公用事業,400020,燃氣
6663,國際永勝集團,23,非必需性消費,2360,支援服務,236020,其他支援服務
6666,恒大物業,60,地產建築,6010,地產,601050,物業管理及服務
6667,美因基因,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6668,星盛商業,60,地產建築,6010,地產,601050,物業管理及服務
6669,先瑞達醫療-B,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
6677,遠洋服務,60,地產建築,6010,地產,601050,物業管理及服務
6680,金力永磁,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
6686,諾亞控股,50,金融,5030,其他金融,503020,資產管理
6689,洪九果品,25,必需性消費,2520,農產品,252020,農產品相關
6690,海爾智家,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
6696,多想雲,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
6698,星空華文,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
6699,時代天使,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
6805,金茂源環保,10,工業,1010,工業工程,101030,環保工程
6806,申萬宏源,50,金融,5030,其他金融,503010,證券及經紀
6808,高鑫零售,25,必需性消費,2530,消費零售,253010,超市及便利店
6811,太興集團,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
6812,永順控股香港,23,非必需性消費,2360,支援服務,236020,其他支援服務
6816,瑞港建設,60,地產建築,6020,建築,602030,重型基建
6818,中國光大銀行,50,金融,5010,銀行,501010,銀行
6819,中智全球,23,非必需性消費,2360,支援服務,236020,其他支援服務
6820,友誼時光,70,資訊科技,7020,軟件服務,702030,軟件開發
6821,凱萊英,28,醫療保健,2810,藥品及生物科技,281010,藥品
6822,科勁國際,23,非必需性消費,2320,家庭電器及用品,232040,家具
6823,香港電訊-SS,35,電訊,3500,電訊,350020,電訊服務
6826,昊海生物科技,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6828,北京燃氣藍天,40,公用事業,4000,公用事業,400020,燃氣
6829,龍昇集團控股,60,地產建築,6020,建築,602020,建築及服務
6830,華眾車載,23,非必需性消費,2310,汽車,231020,汽車零件
6833,興科蓉醫藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
6836,天韻國際控股,25,必需性消費,2510,食品飲料,251010,包裝食品
6837,海通證券,50,金融,5030,其他金融,503010,證券及經紀
6838,盈利時,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
6839,雲南水務,40,公用事業,4000,公用事業,400030,水務
6855,亞盛醫藥-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6858,本間高爾夫,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
6860,指尖悅動,70,資訊科技,7020,軟件服務,702030,軟件開發
6862,海底撈,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
6865,福萊特玻璃,10,工業,1010,工業工程,101050,新能源物料
6866,佐力小貸,50,金融,5030,其他金融,503030,信貸
6868,天福,25,必需性消費,2510,食品飲料,251030,非酒精飲料
6869,長飛光纖光纜,70,資訊科技,7010,資訊科技器材,701010,電訊設備
6877,CLSA PREMIUM,50,金融,5030,其他金融,503010,證券及經紀
6878,鼎豐集團汽車,60,地產建築,6010,地產,601020,地產發展商
6880,騰邦控股,10,工業,1020,工業運輸,102030,航空貨運及物流
6881,中國銀河,50,金融,5030,其他金融,503010,證券及經紀
6882,東瀛遊,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
6885,金馬能源,0,能源,20,煤炭,2010,煤炭
6886,HTSC,50,金融,5030,其他金融,503010,證券及經紀
6888,英達公路再生科技,60,地產建築,6020,建築,602030,重型基建
6889,DYNAM JAPAN,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
6890,康利國際控股,5,原材料,520,一般金屬及礦石,52010,鋼鐵
6893,衍生集團,28,醫療保健,2810,藥品及生物科技,281010,藥品
6896,金嗓子,28,醫療保健,2810,藥品及生物科技,281010,藥品
6898,中國鋁罐,10,工業,1030,工業支援,103020,印刷及包裝
6899,聯眾,70,資訊科技,7020,軟件服務,702030,軟件開發
6900,上坤地產,60,地產建築,6010,地產,601020,地產發展商
6908,宏光半導體,70,資訊科技,7030,半導體,703010,半導體
6909,百得利控股,23,非必需性消費,2370,零售相關,237010,汽車零售
6913,華南職業教育,23,非必需性消費,2360,支援服務,236010,教育
6918,奇士達,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
6919,人瑞人才,23,非必需性消費,2360,支援服務,236020,其他支援服務
6922,康灃生物-B,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
6928,萬馬控股,23,非必需性消費,2310,汽車,231020,汽車零件
6929,業聚醫療,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
6933,新娛科控股,70,資訊科技,7020,軟件服務,702030,軟件開發
6939,美佳音控股,10,工業,1010,工業工程,101020,工業零件及器材
6955,博安生物-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6958,正榮服務,60,地產建築,6010,地產,601050,物業管理及服務
6963,陽光保險,50,金融,5020,保險,502010,保險
6966,中國萬桐園,23,非必需性消費,2360,支援服務,236020,其他支援服務
6968,港龍中國地產,60,地產建築,6010,地產,601020,地產發展商
6969,思摩爾國際,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
6978,永泰生物-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6988,樂享集團,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
6989,卓越商企服務,60,地產建築,6010,地產,601050,物業管理及服務
6993,藍月亮集團,23,非必需性消費,2320,家庭電器及用品,232040,家具
6996,德琪醫藥-B,28,醫療保健,2810,藥品及生物科技,281010,藥品
6998,嘉和生物-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
6999,領地控股,60,地產建築,6010,地產,601020,地產發展商
8001,東方匯財證券,50,金融,5030,其他金融,503030,信貸
8003,世大控股,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8005,裕興科技,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
8006,華泰瑞銀,23,非必需性消費,2350,媒體及娛樂,235040,出版
8007,環球戰略集團,5,原材料,520,一般金屬及礦石,52020,銅
8009,華夏能源控股,0,能源,10,石油及天然氣,1010,油氣生產商
8011,百田石油,0,能源,10,石油及天然氣,1010,油氣生產商
8013,ECI TECH,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8017,捷利交易寶,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8018,匯財金融投資,70,資訊科技,7020,軟件服務,702030,軟件開發
8019,皓文控股,50,金融,5030,其他金融,503030,信貸
8020,宏海控股集團,10,工業,1020,工業運輸,102010,航運及港口
8021,匯隆控股,60,地產建築,6020,建築,602020,建築及服務
8023,鄺文記,60,地產建築,6020,建築,602020,建築及服務
8025,亞洲資產,50,金融,5030,其他金融,503020,資產管理
8026,朗華國際集團,28,醫療保健,2810,藥品及生物科技,281010,藥品
8027,吉輝控股,23,非必需性消費,2360,支援服務,236020,其他支援服務
8028,天時軟件,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
8029,帝國金融集團,50,金融,5030,其他金融,503010,證券及經紀
8030,匯聯金融服務,60,地產建築,6010,地產,601030,地產投資
8031,易通訊集團,23,非必需性消費,2360,支援服務,236020,其他支援服務
8032,非凡中國,23,非必需性消費,2340,旅遊及休閒設施,234070,休閒及文娛設施
8033,愛達利網絡,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8035,駿高控股,10,工業,1020,工業運輸,102030,航空貨運及物流
8036,電子交易集團,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8037,中國生物科技服務,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
8039,中國來騎哦,60,地產建築,6020,建築,602020,建築及服務
8040,快意智能,60,地產建築,6020,建築,602020,建築及服務
8041,薈萃國際(控股),70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
8042,高奧士國際,23,非必需性消費,2360,支援服務,236020,其他支援服務
8043,ATLINKS,70,資訊科技,7010,資訊科技器材,701010,電訊設備
8045,南大蘇富特,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8047,中國海洋發展,10,工業,1030,工業支援,103010,採購及供應鏈管理
8048,御德國際控股,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8049,吉林長龍藥業,28,醫療保健,2810,藥品及生物科技,281010,藥品
8050,量子思維,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8051,訊智海,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
8052,陸慶娛樂,23,非必需性消費,2340,旅遊及休閒設施,234070,休閒及文娛設施
8053,比優集團,60,地產建築,6020,建築,602020,建築及服務
8056,生活概念,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
8057,麥迪森控股,80,綜合企業,8000,綜合企業,800010,綜合企業
8059,朝威控股,60,地產建築,6020,建築,602030,重型基建
8060,國聯通信,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8062,俊盟國際,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8063,環球大通集團,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
8065,高萌科技,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8066,品創控股,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
8067,東方大學城控股,23,非必需性消費,2360,支援服務,236020,其他支援服務
8069,縱橫遊控股,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
8070,僑洋國際控股,10,工業,1010,工業工程,101020,工業零件及器材
8071,中彩網通控股,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
8072,羅馬元宇宙集團,50,金融,5030,其他金融,503040,其他金融
8073,興業新材料,10,工業,1010,工業工程,101020,工業零件及器材
8076,新利軟件,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
8078,中國創意數碼,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8079,易還財務投資,10,工業,1030,工業支援,103010,採購及供應鏈管理
8080,北亞策略,10,工業,1010,工業工程,101020,工業零件及器材
8081,恆泰裕集團,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8082,YEAH YEAH GROUP,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8083,中國有贊,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
8086,新維國際控股,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
8087,中國三三傳媒,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8091,奧傳思維控股,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8092,ITE HOLD,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8093,愛特麗皮革,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8095,北大青鳥環宇,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
8096,賞之味,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
8098,昌利控股,50,金融,5030,其他金融,503010,證券及經紀
8100,智易控股,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
8103,HMVOD視頻,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8106,升華蘭德,70,資訊科技,7020,軟件服務,702030,軟件開發
8107,威誠國際控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
8109,麒麟集團控股,50,金融,5020,保險,502010,保險
8111,中國科技產業集團,10,工業,1010,工業工程,101050,新能源物料
8112,基石金融,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8113,揚宇科技,10,工業,1010,工業工程,101020,工業零件及器材
8115,上海青浦消防,10,工業,1010,工業工程,101020,工業零件及器材
8117,中國基礎能源,40,公用事業,4000,公用事業,400020,燃氣
8118,濠亮環球,23,非必需性消費,2320,家庭電器及用品,232040,家具
8120,國農金融投資,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
8121,超凡網絡,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8123,首華財經網絡,23,非必需性消費,2370,零售相關,237010,汽車零售
8125,仁德資源,60,地產建築,6020,建築,602020,建築及服務
8126,G.A.控股,23,非必需性消費,2370,零售相關,237010,汽車零售
8128,中國恒有源集團,10,工業,1010,工業工程,101030,環保工程
8130,大地國際集團,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8131,辰罡科技,70,資訊科技,7020,軟件服務,702030,軟件開發
8132,百能國際能源,0,能源,10,石油及天然氣,1010,油氣生產商
8133,所羅門環球控股,10,工業,1010,工業工程,101020,工業零件及器材
8135,正美豐業,23,非必需性消費,2310,汽車,231020,汽車零件
8136,英馬斯集團,23,非必需性消費,2320,家庭電器及用品,232040,家具
8137,洪橋集團,10,工業,1010,工業工程,101050,新能源物料
8139,長安仁恒,5,原材料,530,其他原材料,53040,特殊化工用品
8140,人和科技,60,地產建築,6020,建築,602030,重型基建
8143,金威醫療,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
8146,怡園酒業,25,必需性消費,2510,食品飲料,251040,酒料飲料
8147,匯思太平洋,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
8148,奧栢中國,70,資訊科技,7020,軟件服務,702030,軟件開發
8149,浩德控股,50,金融,5030,其他金融,503040,其他金融
8150,無縫綠色,23,非必需性消費,2320,家庭電器及用品,232040,家具
8151,寶申控股,10,工業,1010,工業工程,101020,工業零件及器材
8152,明樑控股,10,工業,1010,工業工程,101040,重型機械
8153,嘉鼎國際集團,23,非必需性消費,2350,媒體及娛樂,235020,廣播
8156,國藥科技股份,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
8158,中國再生醫學,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
8159,新華聯合投資,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
8160,GOLDWAY EDU,23,非必需性消費,2360,支援服務,236010,教育
8161,醫匯集團,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
8162,港銀控股,5,原材料,510,黃金及貴金屬,51010,黃金及貴金屬
8163,領智金融,25,必需性消費,2530,消費零售,253020,個人護理
8166,中國農業生態,10,工業,1030,工業支援,103010,採購及供應鏈管理
8167,中國新電信,70,資訊科技,7010,資訊科技器材,701010,電訊設備
8168,寶積資本,50,金融,5030,其他金融,503040,其他金融
8169,環康集團,10,工業,1010,工業工程,101030,環保工程
8170,全民國際,60,地產建築,6020,建築,602020,建築及服務
8172,拉近網娛,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8173,客思控股,60,地產建築,6020,建築,602020,建築及服務
8175,中國數碼文化,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8176,超人智能,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
8178,中國信息科技,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8179,百利達集團控股,25,必需性消費,2520,農產品,252010,禽畜肉類
8181,時時服務,60,地產建築,6010,地產,601050,物業管理及服務
8186,脈資資源,5,原材料,530,其他原材料,53020,林業及木材
8187,積木集團(新),50,金融,5030,其他金融,503030,信貸
8188,駿傑集團控股,60,地產建築,6020,建築,602030,重型基建
8189,泰達生物,5,原材料,530,其他原材料,53010,化肥及農用化合物
8191,鴻偉亞洲,5,原材料,530,其他原材料,53020,林業及木材
8193,亞太金融投資,50,金融,5030,其他金融,503040,其他金融
8195,創天傳承,23,非必需性消費,2360,支援服務,236010,教育
8196,中國天億福,40,公用事業,4000,公用事業,400030,水務
8198,加幂科技,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8200,修身堂,23,非必需性消費,2370,零售相關,237050,其他零售
8201,寶聯控股,23,非必需性消費,2360,支援服務,236020,其他支援服務
8203,凱順控股,10,工業,1030,工業支援,103010,採購及供應鏈管理
8205,交大慧谷,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8206,神通機器人教育,23,非必需性消費,2360,支援服務,236010,教育
8208,WMCH GLOBAL,60,地產建築,6020,建築,602020,建築及服務
8210,衍匯亞洲,50,金融,5030,其他金融,503010,證券及經紀
8211,浙江永安,23,非必需性消費,2330,紡織及服飾,233010,紡織品及布料
8213,榮暉控股,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
8215,FIRST CREDIT,50,金融,5030,其他金融,503030,信貸
8217,聯旺集團,60,地產建築,6020,建築,602030,重型基建
8218,毅高國際控股,10,工業,1010,工業工程,101020,工業零件及器材
8219,恆偉集團控股,23,非必需性消費,2330,紡織及服飾,233040,珠寶鐘錶
8220,比高集團,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8221,PF GROUP,50,金融,5030,其他金融,503040,其他金融
8222,壹照明,23,非必需性消費,2320,家庭電器及用品,232040,家具
8223,紫元元,50,金融,5030,其他金融,503030,信貸
8225,中國醫療集團,28,醫療保健,2810,藥品及生物科技,281010,藥品
8226,樹熊金融集團,50,金融,5030,其他金融,503010,證券及經紀
8227,海天天綫,60,地產建築,6020,建築,602010,建築材料
8228,國藝集團控股,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
8229,FUTURE DATA,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8232,CLASSIFIED GP,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
8237,華星控股,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
8238,惠陶集團,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
8239,首都金融控股,50,金融,5030,其他金融,503030,信貸
8241,英記茶莊集團,25,必需性消費,2510,食品飲料,251030,非酒精飲料
8245,照現生態國際控股,70,資訊科技,7010,資訊科技器材,701010,電訊設備
8246,中華燃氣,10,工業,1010,工業工程,101050,新能源物料
8247,中生北控生物科技,28,醫療保健,2810,藥品及生物科技,281020,生物科技
8249,瑞遠智控,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
8250,絲路能源,0,能源,20,煤炭,2010,煤炭
8257,靖洋集團,70,資訊科技,7030,半導體,703010,半導體
8262,宏強控股,60,地產建築,6020,建築,602020,建築及服務
8267,藍港互動,70,資訊科技,7020,軟件服務,702030,軟件開發
8268,智城發展控股,60,地產建築,6020,建築,602020,建築及服務
8269,富譽控股,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
8270,中國煤層氣,0,能源,10,石油及天然氣,1010,油氣生產商
8271,環球數碼創意,60,地產建築,6010,地產,601030,地產投資
8275,國科控股,60,地產建築,6020,建築,602020,建築及服務
8277,駿東控股,5,原材料,530,其他原材料,53020,林業及木材
8279,亞博科技控股,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
8280,中國數字視頻,23,非必需性消費,2350,媒體及娛樂,235020,廣播
8281,中國金典集團,25,必需性消費,2530,消費零售,253020,個人護理
8282,智傲控股,70,資訊科技,7020,軟件服務,702030,軟件開發
8283,中食民安,23,非必需性消費,2360,支援服務,236020,其他支援服務
8285,森浩集團,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
8286,長城微光,70,資訊科技,7010,資訊科技器材,701010,電訊設備
8287,百家淘客,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
8290,亞勢備份,70,資訊科技,7020,軟件服務,702030,軟件開發
8291,萬成金屬包裝,10,工業,1030,工業支援,103020,印刷及包裝
8292,盛良物流,10,工業,1020,工業運輸,102030,航空貨運及物流
8293,星亞控股,23,非必需性消費,2360,支援服務,236020,其他支援服務
8295,金慧科技,35,電訊,3500,電訊,350020,電訊服務
8296,中國生命集團,23,非必需性消費,2360,支援服務,236020,其他支援服務
8297,海納星空科技,23,非必需性消費,2330,紡織及服飾,233020,服裝
8299,大唐潼金,5,原材料,510,黃金及貴金屬,51010,黃金及貴金屬
8300,皇璽集團,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
8305,棠記控股,60,地產建築,6020,建築,602030,重型基建
8307,密迪斯肌,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
8308,古兜控股,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
8309,萬成環球控股,23,非必需性消費,2360,支援服務,236020,其他支援服務
8310,大豐港,10,工業,1030,工業支援,103010,採購及供應鏈管理
8311,圓美光電,70,資訊科技,7010,資訊科技器材,701010,電訊設備
8313,杰地集團,60,地產建築,6010,地產,601010,地產代理
8315,長城匯理,23,非必需性消費,2360,支援服務,236020,其他支援服務
