股票代號,名稱,行業代碼,行業,業務代碼,業務類別,業務子代碼,業務子類別
736,中國置業投資,50,金融,5030,其他金融,503030,信貸
737,灣區發展,10,工業,1020,工業運輸,102020,鐵路及公路
738,萊爾斯丹,23,非必需性消費,2330,紡織及服飾,233030,鞋履
743,亞洲水泥(中國),60,地產建築,6020,建築,602010,建築材料
745,中國國家文化產業,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
746,理文化工,5,原材料,530,其他原材料,53040,特殊化工用品
747,瀋陽公用發展,60,地產建築,6020,建築,602020,建築及服務
750,水發興業能源,60,地產建築,6020,建築,602020,建築及服務
751,創維集團,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
752,筆克遠東,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
753,中國國航,23,非必需性消費,2340,旅遊及休閒設施,234020,航空相關
754,合生創展集團,60,地產建築,6010,地產,601020,地產發展商
755,上海証大,60,地產建築,6010,地產,601020,地產發展商
756,森美控股,25,必需性消費,2510,食品飲料,251030,非酒精飲料
757,陽光能源,10,工業,1010,工業工程,101050,新能源物料
758,新華聯資本,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
759,CEC國際,25,必需性消費,2530,消費零售,253010,超市及便利店
760,新天地產集團,60,地產建築,6010,地產,601020,地產發展商
762,中國聯通,35,電訊,3500,電訊,350020,電訊服務
763,中興通訊,70,資訊科技,7010,資訊科技器材,701010,電訊設備
764,永恒策略,50,金融,5030,其他金融,503030,信貸
765,威發國際,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
767,中基長壽科學,50,金融,5030,其他金融,503030,信貸
768,開明投資,50,金融,5030,其他金融,503020,資產管理
769,中國稀土,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
770,滬光國際(美元),50,金融,5030,其他金融,503020,資產管理
771,自動系統,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
772,閱文集團,23,非必需性消費,2350,媒體及娛樂,235040,出版
775,長江生命科技,28,醫療保健,2810,藥品及生物科技,281010,藥品
776,帝國科技集團,23,非必需性消費,2320,家庭電器及用品,232040,家具
777,網龍,70,資訊科技,7020,軟件服務,702030,軟件開發
780,同程旅行,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
784,凌銳控股,60,地產建築,6020,建築,602020,建築及服務
788,中國鐵塔,35,電訊,3500,電訊,350010,衛星及無綫通訊
789,雅天妮集團,23,非必需性消費,2330,紡織及服飾,233040,珠寶鐘錶
794,錦勝集團(控股),10,工業,1030,工業支援,103020,印刷及包裝
797,第七大道,70,資訊科技,7020,軟件服務,702030,軟件開發
798,中電光谷,60,地產建築,6010,地產,601020,地產發展商
799,IGG,70,資訊科技,7020,軟件服務,702030,軟件開發
800,A8新媒體,70,資訊科技,7020,軟件服務,702030,軟件開發
802,中國錢包,70,資訊科技,7020,軟件服務,702030,軟件開發
804,鼎石資本,50,金融,5030,其他金融,503010,證券及經紀
806,惠理集團,50,金融,5030,其他金融,503020,資產管理
807,上海實業環境,40,公用事業,4000,公用事業,400030,水務
809,大成生化科技,5,原材料,530,其他原材料,53010,化肥及農用化合物
810,中國鑄晨81,50,金融,5030,其他金融,503020,資產管理
811,新華文軒,23,非必需性消費,2350,媒體及娛樂,235040,出版
812,西證國際證券,50,金融,5030,其他金融,503010,證券及經紀
813,世茂集團,60,地產建築,6010,地產,601020,地產發展商
814,北京京客隆,25,必需性消費,2530,消費零售,253010,超市及便利店
815,中國白銀集團,5,原材料,510,黃金及貴金屬,51010,黃金及貴金屬
816,金茂服務,60,地產建築,6010,地產,601050,物業管理及服務
817,中國金茂,60,地產建築,6010,地產,601020,地產發展商
818,高陽科技,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
819,天能動力,10,工業,1010,工業工程,101050,新能源物料
821,滙盈控股,50,金融,5030,其他金融,503010,證券及經紀
822,嘉瑞國際,10,工業,1010,工業工程,101020,工業零件及器材
825,新世界百貨中國,23,非必需性消費,2370,零售相關,237040,多元化零售
826,天工國際,5,原材料,520,一般金屬及礦石,52010,鋼鐵
827,玖源集團,5,原材料,530,其他原材料,53010,化肥及農用化合物
828,王朝酒業,25,必需性消費,2510,食品飲料,251040,酒料飲料
829,神冠控股,25,必需性消費,2510,食品飲料,251010,包裝食品
830,中國建築興業,60,地產建築,6020,建築,602020,建築及服務
831,利亞零售,25,必需性消費,2530,消費零售,253010,超市及便利店
832,建業地產,60,地產建築,6010,地產,601020,地產發展商
833,華訊,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
834,康大食品,25,必需性消費,2510,食品飲料,251010,包裝食品
836,華潤電力,40,公用事業,4000,公用事業,400010,電力
837,譚木匠,23,非必需性消費,2320,家庭電器及用品,232040,家具
838,億和控股,10,工業,1010,工業工程,101020,工業零件及器材
839,中教控股,23,非必需性消費,2360,支援服務,236010,教育
840,天業節水,10,工業,1010,工業工程,101020,工業零件及器材
841,木薯資源,10,工業,1010,工業工程,101050,新能源物料
842,理士國際,10,工業,1010,工業工程,101050,新能源物料
844,廣泰國際控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
845,恒盛地產,60,地產建築,6010,地產,601020,地產發展商
846,明發集團,60,地產建築,6010,地產,601020,地產發展商
848,茂業國際,23,非必需性消費,2370,零售相關,237040,多元化零售
851,盛源控股,50,金融,5030,其他金融,503010,證券及經紀
852,海峽石油化工,0,能源,10,石油及天然氣,1010,油氣生產商
853,微創醫療,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
854,威雅利,10,工業,1010,工業工程,101020,工業零件及器材
855,中國水務,40,公用事業,4000,公用事業,400030,水務
856,偉仕佳杰,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
857,中國石油股份,0,能源,10,石油及天然氣,1010,油氣生產商
858,精優藥業,28,醫療保健,2810,藥品及生物科技,281010,藥品
859,中昌國際控股,60,地產建築,6010,地產,601030,地產投資
860,APOLLO出行,23,非必需性消費,2330,紡織及服飾,233040,珠寶鐘錶
861,神州控股,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
862,遠見控股,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
863,BC科技集團,50,金融,5030,其他金融,503040,其他金融
864,永利地產發展,60,地產建築,6010,地產,601030,地產投資
865,建德國際控股,60,地產建築,6010,地產,601020,地產發展商
866,中國秦發,0,能源,20,煤炭,2010,煤炭
867,康哲藥業,28,醫療保健,2810,藥品及生物科技,281010,藥品
868,信義玻璃,10,工業,1010,工業工程,101020,工業零件及器材
869,彩星玩具,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
871,中國疏浚環保,60,地產建築,6020,建築,602030,重型基建
872,泰坦智華科技,23,非必需性消費,2310,汽車,231020,汽車零件
873,世茂服務,60,地產建築,6010,地產,601050,物業管理及服務
874,白雲山,28,醫療保健,2810,藥品及生物科技,281030,中醫藥
875,中國金控,25,必需性消費,2520,農產品,252020,農產品相關
876,佳兆業健康,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
878,金朝陽,60,地產建築,6010,地產,601030,地產投資
880,澳博控股,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
881,中升控股,23,非必需性消費,2370,零售相關,237010,汽車零售
882,天津發展,80,綜合企業,8000,綜合企業,800010,綜合企業
883,中國海洋石油,0,能源,10,石油及天然氣,1010,油氣生產商
884,旭輝控股集團,60,地產建築,6010,地產,601020,地產發展商
886,銀基集團,25,必需性消費,2510,食品飲料,251040,酒料飲料
887,英皇鐘錶珠寶,23,非必需性消費,2370,零售相關,237050,其他零售
888,貝森金融,23,非必需性消費,2350,媒體及娛樂,235020,廣播
889,連達科技,10,工業,1010,工業工程,101020,工業零件及器材
893,中國鐵鈦,5,原材料,520,一般金屬及礦石,52010,鋼鐵
894,萬裕科技,10,工業,1010,工業工程,101020,工業零件及器材
895,東江環保,10,工業,1010,工業工程,101030,環保工程
896,興勝創建,60,地產建築,6020,建築,602020,建築及服務
897,位元堂,28,醫療保健,2810,藥品及生物科技,281030,中醫藥
898,萬事昌國際,60,地產建築,6010,地產,601030,地產投資
899,亞洲資源,60,地產建築,6010,地產,601030,地產投資
900,Aeon信貸,50,金融,5030,其他金融,503030,信貸
901,金石投資集團,50,金融,5030,其他金融,503020,資產管理
902,華能國際電力股份,40,公用事業,4000,公用事業,400010,電力
904,中綠,25,必需性消費,2520,農產品,252020,農產品相關
905,胡桃資本,50,金融,5030,其他金融,503020,資產管理
906,中糧包裝,10,工業,1030,工業支援,103020,印刷及包裝
907,高雅光學,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
909,明源雲,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
910,中國三迪,60,地產建築,6010,地產,601030,地產投資
911,前海健康,28,醫療保健,2810,藥品及生物科技,281010,藥品
912,信佳國際,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
913,港灣數字,50,金融,5030,其他金融,503020,資產管理
914,海螺水泥,60,地產建築,6020,建築,602010,建築材料
915,道和環球,10,工業,1030,工業支援,103010,採購及供應鏈管理
916,龍源電力,40,公用事業,4000,公用事業,400040,環保能源
918,國能國際資產,23,非必需性消費,2330,紡織及服飾,233020,服裝
919,現代健康科技,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
921,海信家電,23,非必需性消費,2320,家庭電器及用品,232010,家庭電器
922,安賢園中國,23,非必需性消費,2360,支援服務,236020,其他支援服務
923,綜合環保集團,5,原材料,530,其他原材料,53030,紙品相關
924,坤集團,60,地產建築,6020,建築,602020,建築及服務
925,北京建設,10,工業,1020,工業運輸,102030,航空貨運及物流
926,碧生源,25,必需性消費,2520,農產品,252020,農產品相關
927,富士高實業,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
928,蓮和醫療,28,醫療保健,2810,藥品及生物科技,281020,生物科技
929,國際精密,10,工業,1010,工業工程,101020,工業零件及器材
931,中國天然氣,40,公用事業,4000,公用事業,400040,環保能源
932,順騰國際控股,28,醫療保健,2810,藥品及生物科技,281010,藥品
934,中石化冠德,0,能源,10,石油及天然氣,1020,油氣設備與服務
936,佳兆業資本,10,工業,1010,工業工程,101040,重型機械
938,民生國際,60,地產建築,6010,地產,601020,地產發展商
939,建設銀行,50,金融,5010,銀行,501010,銀行
941,中國移動,35,電訊,3500,電訊,350020,電訊服務
943,中證國際,23,非必需性消費,2320,家庭電器及用品,232040,家具
945,宏利金融-S,50,金融,5020,保險,502010,保險
947,摩比發展,70,資訊科技,7010,資訊科技器材,701010,電訊設備
948,阿爾法企業,70,資訊科技,7010,資訊科技器材,701010,電訊設備
950,李氏大藥廠,28,醫療保健,2810,藥品及生物科技,281010,藥品
951,超威動力,10,工業,1010,工業工程,101050,新能源物料
952,中國通海金融,50,金融,5030,其他金融,503010,證券及經紀
953,邵氏兄弟控股,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
954,常茂生化,25,必需性消費,2510,食品飲料,251050,食品添加劑
956,新天綠色能源,40,公用事業,4000,公用事業,400020,燃氣
959,世紀娛樂國際,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
960,龍湖集團,60,地產建築,6010,地產,601020,地產發展商
966,中國太平,50,金融,5020,保險,502010,保險
968,信義光能,10,工業,1010,工業工程,101050,新能源物料
969,華聯國際,25,必需性消費,2520,農產品,252020,農產品相關
970,新耀萊,23,非必需性消費,2370,零售相關,237010,汽車零售
973,L''OCCITANE,23,非必需性消費,2370,零售相關,237050,其他零售
974,中國順客隆,23,非必需性消費,2370,零售相關,237040,多元化零售
975,MONGOL MINING,0,能源,20,煤炭,2010,煤炭
976,齊合環保,5,原材料,520,一般金屬及礦石,52020,銅
978,招商局置地,60,地產建築,6010,地產,601020,地產發展商
979,綠色能源集團,10,工業,1010,工業工程,101050,新能源物料
980,聯華超市,25,必需性消費,2530,消費零售,253010,超市及便利店
981,中芯國際,70,資訊科技,7030,半導體,703010,半導體
982,華發物業服務,60,地產建築,6010,地產,601050,物業管理及服務
983,瑞安建業,60,地產建築,6020,建築,602020,建築及服務
984,永旺,25,必需性消費,2530,消費零售,253010,超市及便利店
985,中譽集團,5,原材料,520,一般金屬及礦石,52020,銅
986,中國環保能源,23,非必需性消費,2330,紡織及服飾,233040,珠寶鐘錶
987,中國再生能源投資,40,公用事業,4000,公用事業,400040,環保能源
988,絲路物流控股,10,工業,1020,工業運輸,102030,航空貨運及物流
989,華音國際控股,60,地產建築,6010,地產,601020,地產發展商
990,榮暉國際,5,原材料,530,其他原材料,53040,特殊化工用品
991,大唐發電,40,公用事業,4000,公用事業,400010,電力
992,聯想集團,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
993,華融金控,50,金融,5030,其他金融,503020,資產管理
994,中天順聯,60,地產建築,6020,建築,602020,建築及服務
995,安徽皖通,10,工業,1020,工業運輸,102020,鐵路及公路
996,嘉年華國際,60,地產建築,6010,地產,601020,地產發展商
997,普匯中金國際,10,工業,1030,工業支援,103010,採購及供應鏈管理
998,中信銀行,50,金融,5010,銀行,501010,銀行
1000,北青傳媒,23,非必需性消費,2350,媒體及娛樂,235040,出版
1001,滬港聯合,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1002,威鋮國際,10,工業,1010,工業工程,101020,工業零件及器材
1003,歡喜傳媒,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
1004,中國智慧能源,40,公用事業,4000,公用事業,400040,環保能源
1005,美力時集團,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
1007,龍輝國際控股,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1008,力圖控股,10,工業,1030,工業支援,103020,印刷及包裝
1009,國際娛樂,60,地產建築,6010,地產,601030,地產投資
1010,巴克1798集團,23,非必需性消費,2340,旅遊及休閒設施,234020,航空相關
1011,泰凌醫藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
1013,偉俊集團控股,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1020,賽伯樂國際控股,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
1022,飛魚科技,70,資訊科技,7020,軟件服務,702030,軟件開發
1023,時代集團控股,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
1024,快手-W,70,資訊科技,7020,軟件服務,702030,軟件開發
1025,嘉藝控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
1026,環球實業科技,40,公用事業,4000,公用事業,400030,水務
1027,中國集成控股,23,非必需性消費,2320,家庭電器及用品,232040,家具
1028,千百度,23,非必需性消費,2330,紡織及服飾,233030,鞋履
1029,鐵貨,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1030,新城發展,60,地產建築,6010,地產,601020,地產發展商
1033,中石化油服,0,能源,10,石油及天然氣,1020,油氣設備與服務
1034,富匯國際集團控股,60,地產建築,6020,建築,602030,重型基建
1036,萬科海外,60,地產建築,6010,地產,601030,地產投資
1037,雲智匯科技,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1038,長江基建集團,40,公用事業,4000,公用事業,400010,電力
1039,暢由聯盟,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
1044,恒安國際,25,必需性消費,2530,消費零售,253020,個人護理
1045,亞太衛星,35,電訊,3500,電訊,350010,衛星及無綫通訊
1046,寰宇娛樂文化,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
1047,毅興行,5,原材料,530,其他原材料,53040,特殊化工用品
1049,時富投資,23,非必需性消費,2370,零售相關,237030,家居裝修零售
1050,嘉利國際,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
1051,國際資源,50,金融,5030,其他金融,503020,資產管理
1052,越秀交通基建,10,工業,1020,工業運輸,102020,鐵路及公路
1053,重慶鋼鐵,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1055,南方航空,23,非必需性消費,2340,旅遊及休閒設施,234020,航空相關
1057,浙江世寶,23,非必需性消費,2310,汽車,231020,汽車零件
1058,南粵控股,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
1059,看通集團,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1060,阿里影業,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
1061,億勝生物科技,28,醫療保健,2810,藥品及生物科技,281010,藥品
1062,國開國際投資,50,金融,5030,其他金融,503020,資產管理
1063,新確科技,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1064,中華國際,60,地產建築,6010,地產,601030,地產投資
1065,天津創業環保,40,公用事業,4000,公用事業,400030,水務
1066,威高股份,28,醫療保健,2820,醫療保健設備及服務,282010,醫療保健設備
1068,雨潤食品,25,必需性消費,2520,農產品,252010,禽畜肉類
1069,寶沙發展,5,原材料,530,其他原材料,53020,林業及木材
1070,TCL電子,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
1071,華電國際電力,40,公用事業,4000,公用事業,400010,電力
1072,東方電氣,10,工業,1010,工業工程,101030,環保工程
1073,大禹金融,5,原材料,530,其他原材料,53010,化肥及農用化合物
1075,首都信息,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1076,博華太平洋,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
1079,松景科技,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
1080,勝利管道,0,能源,10,石油及天然氣,1020,油氣設備與服務
1082,源宇宙教育,23,非必需性消費,2360,支援服務,236010,教育
1083,港華智慧能源,40,公用事業,4000,公用事業,400020,燃氣
1084,綠新親水膠體,25,必需性消費,2510,食品飲料,251050,食品添加劑
1085,亨鑫科技,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1086,好孩子國際,23,非必需性消費,2320,家庭電器及用品,232040,家具
1087,威訊控股,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1088,中國神華,0,能源,20,煤炭,2010,煤炭
1090,大明國際,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1091,南方錳業,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
1093,石藥集團,28,醫療保健,2810,藥品及生物科技,281010,藥品
1094,承輝國際,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
1097,有線寬頻,23,非必需性消費,2350,媒體及娛樂,235020,廣播
1098,路勁,60,地產建築,6010,地產,601020,地產發展商
1099,國藥控股,28,醫療保健,2810,藥品及生物科技,281010,藥品
1100,飛達控股,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
1101,華榮能源,0,能源,10,石油及天然氣,1010,油氣生產商
1102,環能國際,60,地產建築,6020,建築,602010,建築材料
1103,大生農業金融,5,原材料,530,其他原材料,53010,化肥及農用化合物
1104,亞太資源(新),5,原材料,520,一般金屬及礦石,52010,鋼鐵
1105,星島,23,非必需性消費,2350,媒體及娛樂,235040,出版
1107,當代置業,60,地產建築,6010,地產,601020,地產發展商
1108,凱盛新能,10,工業,1010,工業工程,101020,工業零件及器材
1109,華潤置地,60,地產建築,6010,地產,601020,地產發展商
1110,金活醫藥集團,28,醫療保健,2810,藥品及生物科技,281010,藥品
1112,H&H國際控股,25,必需性消費,2530,消費零售,253020,個人護理
1113,長實集團,60,地產建築,6010,地產,601020,地產發展商
1114,華晨中國汽車,23,非必需性消費,2310,汽車,231010,汽車
1115,西藏水資源,25,必需性消費,2510,食品飲料,251030,非酒精飲料
1116,美亞控股,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1117,現代牧業,25,必需性消費,2510,食品飲料,251020,乳製品
1118,高力集團,60,地產建築,6020,建築,602010,建築材料
1119,創夢天地,70,資訊科技,7020,軟件服務,702030,軟件開發
1120,雅視光學,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
1121,金陽新能源,23,非必需性消費,2330,紡織及服飾,233030,鞋履
1122,慶鈴汽車,10,工業,1010,工業工程,101010,商用車及貨車
1123,中港照相,23,非必需性消費,2320,家庭電器及用品,232020,消費電子產品
1124,沿海家園,60,地產建築,6010,地產,601030,地產投資
1125,麗豐控股,60,地產建築,6010,地產,601030,地產投資
1126,德林國際,23,非必需性消費,2320,家庭電器及用品,232030,玩具及消閒用品
1127,獅子山集團,10,工業,1030,工業支援,103020,印刷及包裝
1128,永利澳門,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
1129,中國水業集團,40,公用事業,4000,公用事業,400030,水務
1130,中國環境資源,23,非必需性消費,2310,汽車,231010,汽車
1132,橙天嘉禾,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
1133,哈爾濱電氣,10,工業,1010,工業工程,101030,環保工程
1134,恒發光學,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
1137,香港科技探索,70,資訊科技,7020,軟件服務,702020,電商及互聯網服務
1138,中遠海能,10,工業,1020,工業運輸,102010,航運及港口
1140,華科資本,50,金融,5030,其他金融,503020,資產管理
1141,民銀資本,50,金融,5030,其他金融,503010,證券及經紀
1142,能源及能量環球,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
1145,勇利投資,10,工業,1020,工業運輸,102010,航運及港口
1146,中國服飾控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
1147,伊登軟件,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1148,新晨動力,23,非必需性消費,2310,汽車,231020,汽車零件
1150,米蘭站,23,非必需性消費,2330,紡織及服飾,233050,其他服飾配件
1152,正乾金融控股,25,必需性消費,2510,食品飲料,251010,包裝食品
1153,佳源服務,60,地產建築,6010,地產,601050,物業管理及服務
1156,CHINANEWENERGY,0,能源,10,石油及天然氣,1020,油氣設備與服務
1157,中聯重科,10,工業,1010,工業工程,101040,重型機械
1159,星光文化,23,非必需性消費,2350,媒體及娛樂,235030,影視娛樂
1160,金石資本集團,50,金融,5030,其他金融,503020,資產管理
1161,奧思集團,28,醫療保健,2820,醫療保健設備及服務,282020,醫療及醫學美容服務
1162,瑩嵐集團,60,地產建築,6020,建築,602020,建築及服務
1163,虎視傳媒,23,非必需性消費,2350,媒體及娛樂,235010,廣告及宣傳
1164,中廣核礦業,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
1165,順風清潔能源,40,公用事業,4000,公用事業,400040,環保能源
1166,星凱控股,10,工業,1010,工業工程,101020,工業零件及器材
1167,加科思-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1168,百仕達控股,60,地產建築,6010,地產,601030,地產投資
1170,信星集團,23,非必需性消費,2330,紡織及服飾,233030,鞋履
1171,兗礦能源,0,能源,20,煤炭,2010,煤炭
1172,融太集團,10,工業,1030,工業支援,103020,印刷及包裝
1173,威高國際,25,必需性消費,2530,消費零售,253020,個人護理
1176,珠光控股,60,地產建築,6010,地產,601020,地產發展商
1177,中國生物製藥,28,醫療保健,2810,藥品及生物科技,281010,藥品
1179,華住集團-S,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
1180,滙彩控股,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
1181,唐宮中國,23,非必需性消費,2340,旅遊及休閒設施,234060,餐飲
1182,勝龍國際,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
1183,澳能建設,60,地產建築,6020,建築,602020,建築及服務
1184,時捷集團,10,工業,1010,工業工程,101020,工業零件及器材
1185,中國航天萬源,10,工業,1010,工業工程,101030,環保工程
1186,中國鐵建,60,地產建築,6020,建築,602030,重型基建
1188,正道集團,23,非必需性消費,2310,汽車,231020,汽車零件
1189,大灣區聚變力量,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
1191,中國中石控股,50,金融,5030,其他金融,503020,資產管理
1192,泰山石化,10,工業,1010,工業工程,101010,商用車及貨車
1193,華潤燃氣,40,公用事業,4000,公用事業,400020,燃氣
1194,灣區黃金,5,原材料,510,黃金及貴金屬,51010,黃金及貴金屬
1195,京維集團,60,地產建築,6010,地產,601020,地產發展商
1196,偉祿集團,10,工業,1010,工業工程,101030,環保工程
1198,皇朝家居,23,非必需性消費,2320,家庭電器及用品,232040,家具
1199,中遠海運港口,10,工業,1020,工業運輸,102010,航運及港口
1200,美聯集團,60,地產建築,6010,地產,601010,地產代理
1201,天臣控股,60,地產建築,6010,地產,601020,地產發展商
1202,四威科技,70,資訊科技,7010,資訊科技器材,701010,電訊設備
1203,廣南(集團),5,原材料,520,一般金屬及礦石,52010,鋼鐵
1204,博維智慧,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1205,中信資源,5,原材料,520,一般金屬及礦石,52040,其他金屬及礦石
1206,同方泰德,70,資訊科技,7020,軟件服務,702010,系統開發及顧問
1207,上置集團,60,地產建築,6010,地產,601020,地產發展商
1208,五礦資源,5,原材料,520,一般金屬及礦石,52020,銅
1209,華潤萬象生活,60,地產建築,6010,地產,601050,物業管理及服務
1210,克莉絲汀,25,必需性消費,2510,食品飲料,251010,包裝食品
1211,比亞迪股份,23,非必需性消費,2310,汽車,231010,汽車
1213,萬保剛,10,工業,1010,工業工程,101020,工業零件及器材
1215,開源控股,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
1216,中原銀行,50,金融,5010,銀行,501010,銀行
1217,中國創新投資,50,金融,5030,其他金融,503020,資產管理
1218,永義國際,60,地產建築,6010,地產,601020,地產發展商
1220,志道國際,60,地產建築,6020,建築,602020,建築及服務
1221,信和酒店,23,非必需性消費,2340,旅遊及休閒設施,234040,酒店及度假村
1222,宏安集團,60,地產建築,6010,地產,601020,地產發展商
1223,新灃集團,23,非必需性消費,2370,零售相關,237020,服裝零售
1224,中渝置地,60,地產建築,6010,地產,601020,地產發展商
1225,隆成金融,50,金融,5030,其他金融,503030,信貸
1226,中國投融資,50,金融,5030,其他金融,503020,資產管理
1228,北海康成-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1229,南南資源,0,能源,20,煤炭,2010,煤炭
1230,雅士利國際,25,必需性消費,2510,食品飲料,251020,乳製品
1231,新礦資源,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1232,金輪天地控股,60,地產建築,6010,地產,601020,地產發展商
1233,時代中國控股,60,地產建築,6010,地產,601020,地產發展商
1234,中國利郎,23,非必需性消費,2330,紡織及服飾,233020,服裝
1235,專業旅運,23,非必需性消費,2340,旅遊及休閒設施,234050,旅遊及觀光
1237,中科生物,23,非必需性消費,2320,家庭電器及用品,232040,家具
1238,寶龍地產,60,地產建築,6010,地產,601020,地產發展商
1239,TEAMWAY INTL GP,10,工業,1030,工業支援,103020,印刷及包裝
1240,青建國際,60,地產建築,6010,地產,601020,地產發展商
1241,雙樺控股,23,非必需性消費,2310,汽車,231020,汽車零件
1243,宏安地產,60,地產建築,6010,地產,601020,地產發展商
1244,3D MEDICINES-B,28,醫療保健,2810,藥品及生物科技,281020,生物科技
1245,NIRAKU,23,非必需性消費,2340,旅遊及休閒設施,234030,賭場及博彩
1246,保集健康,60,地產建築,6010,地產,601020,地產發展商
1247,米格國際控股,23,非必需性消費,2330,紡織及服飾,233020,服裝
1250,山高新能源,40,公用事業,4000,公用事業,400040,環保能源
1251,華油能源,0,能源,10,石油及天然氣,1020,油氣設備與服務
1252,中國天瑞水泥,60,地產建築,6020,建築,602010,建築材料
1253,中國綠地博大綠澤,60,地產建築,6020,建築,602020,建築及服務
1255,TATA健康,23,非必需性消費,2370,零售相關,237020,服裝零售
1257,中國光大綠色環保,40,公用事業,4000,公用事業,400040,環保能源
1258,中國有色礦業,5,原材料,520,一般金屬及礦石,52020,銅
1259,未來發展控股,25,必需性消費,2530,消費零售,253020,個人護理
1260,皓天財經集團,50,金融,5030,其他金融,503040,其他金融
1262,蠟筆小新食品,25,必需性消費,2510,食品飲料,251010,包裝食品
1263,栢能集團,70,資訊科技,7010,資訊科技器材,701020,電腦及周邊
1265,天津津燃公用,40,公用事業,4000,公用事業,400020,燃氣
1266,西王特鋼,5,原材料,520,一般金屬及礦石,52010,鋼鐵
1268,美東汽車,23,非必需性消費,2370,零售相關,237010,汽車零售
